id,followers,retweets,likes,es_quote,es_retweet,rts_comments
1280781997888208896,26942,1,0,0,0,0
1280315274684760064,1512,0,0,1,0,0
1280342826270822400,74,25,0,0,1,0
1280902489093668864,349,0,0,1,0,0
1280527125888540672,262,7,0,0,1,0
1280503843814551552,119,7,0,0,1,0
1280702973035888640,1721,0,1,1,0,0
1280298303683538944,38,11,0,0,1,0
1280318170906140672,270,0,0,1,0,0
1281057431964078080,59,16,0,0,1,0
1280550021725814784,362,18,0,0,1,0
1280628008567660544,43,77,0,0,1,0
1280957378817601536,780,0,0,1,0,0
1280684313340719104,1588,1,7,1,0,0
1280321193640427520,676,0,0,1,0,0
1280526168572203008,552,18,0,0,1,0
1280950918326951936,1277,6,0,0,1,0
1280347016527257600,46,24,0,0,1,0
1280309694129754112,2709,1,2,1,0,0
1280890869760081920,264,5,0,0,1,0
1280955496434774016,6403,3,13,0,0,0
1280250873831137280,81,0,2,1,0,0
1280993303471828992,174,0,0,1,0,0
1280855084537188352,105,41,0,0,1,0
1280809119918817280,454,4,0,0,1,0
1285236938556035072,435,0,4,1,0,0
1280260804370145280,1027,0,1,1,0,0
1285086105843445760,911,4,0,0,1,0
1280510732271063040,1591,15,0,0,1,0
1280534732065910784,2883,0,1,1,0,0
1280510342058201088,133,1,3,0,0,0
1280225010079145984,449,0,3,1,0,0
1280192606434181120,325,0,0,1,0,0
1280541096129564672,383,0,2,1,0,0
1280926101703974912,2741,0,1,1,0,0
1280492498511695872,909,0,7,1,0,0
1281808615913992192,119,4,0,0,1,0
1281010420359323648,397,0,0,1,0,0
1280484293052108800,254,15,0,0,1,0
1281596444219265024,2573,2,18,0,0,0
1280612406625021952,88,3,0,0,1,0
1280314694084034560,1882,0,4,1,0,0
1280559065836531712,8637,1,0,0,1,0
1280487384421994496,1301,1,0,0,1,0
1281013322922557440,88,0,0,1,0,0
1280623386251661312,24075,6,2,0,0,1
1281125192618708992,9899,11,0,0,1,0
1280912279521955840,209,0,1,1,0,0
1280353830140547072,1638,6,0,0,1,0
2563565220071780352,6002,94,0,0,2,0
1280421922363359232,189,0,0,1,0,0
1281677452113256448,1243,188,0,0,1,0
1280345801487781888,9754,1,0,0,1,0
1280488475914047488,1471,0,2,1,0,0
1281581796552048640,101,4,0,0,1,0
1280319723935236096,154,25,0,0,1,0
1280342270542135296,537,25,0,0,1,0
1281649120411676672,430,1,0,0,1,0
1280231189433982976,195,0,0,1,0,0
1281012950329892864,19046,4,21,0,0,0
1281022500957192192,84,46,0,0,1,0
1281033570719543296,2313,0,9,1,0,0
1280885386227654656,234,0,0,1,0,0
1280298412919918592,318,0,0,1,0,0
1281637899319029760,139,29,0,0,1,0
1280670667554291712,140,4,0,0,1,0
1282100085271285760,493,2,0,0,1,0
1281229477666791424,242,0,2,1,0,0
1281088335398817792,157,116,0,0,1,0
1280515036453179392,164,246,0,0,1,0
1280306855139594240,536,0,1,1,0,0
1282902130060394496,1015,4,0,0,1,0
1280310077728186368,1257,1,3,1,0,0
1280928610212249600,122,66,0,0,1,0
1280998695006175232,11,10,0,0,1,0
1280506599468142592,386,0,0,1,0,0
1280864373129580544,48,26,0,0,1,0
1280300805552246784,660,0,12,1,0,0
1281639923544711168,61,29,0,0,1,0
1280638957286539264,399,0,0,1,0,0
1280560448186847232,67,10,0,0,1,0
1280312274985590784,1604,0,0,1,0,0
1281174204205936640,7,15,0,0,1,0
1281688421635850240,1180,188,0,0,1,0
1280504601544966144,357,15,0,0,1,0
1280299707311554560,317,0,0,1,0,0
1280934971973136384,356,0,0,1,0,0
1283133146561740800,124,3,0,0,1,0
1280361826979647488,340,25,0,0,1,0
1281632338208796672,1068,0,1,1,0,0
1281012979635453952,416,0,0,1,0,0
1280859412069056512,1223,77,0,0,1,0
1282314023325896704,225,1,0,0,1,0
1280683759461900288,35,12,0,0,1,0
1280302152511115264,637,1,0,0,1,0
1281135207127670784,76,116,0,0,1,0
1280335694666309632,1025,0,2,1,0,0
1280535018608222208,4382,7,0,0,1,0
1281048442807214080,1599,1,1,0,0,1
1281073099564298240,43,46,0,0,1,0
1281646618761031680,103,29,0,0,1,0
1282050836600958976,717,22,0,0,1,0
1280305450815193088,918,0,0,1,0,0
1280920557974847488,171,41,0,0,1,0
1280298864302526464,1199,1,16,1,0,0
1282100861951520768,3449,0,0,1,0,0
1280900783299538944,282,41,0,0,1,0
1280223405929832448,265,13,0,0,1,0
1280517502985031680,132,246,0,0,1,0
1280308496374935552,2686,0,8,1,0,0
1280272435431067648,865,28,0,0,1,0
1280790905394520064,468,75,0,0,1,0
1281102585940922368,1190,0,10,1,0,0
1280343151463497728,664,0,1,1,0,0
1280663222450892800,125,11,0,0,1,0
1280603291005714432,2011,2,3,1,0,0
1280298775735648256,1749,0,0,1,0,0
1282022726312628224,523,1,4,1,0,0
1281150795040333824,31731,1,0,0,0,0
1280696116326158336,200,0,0,1,0,0
1280540887450337280,3720,246,0,0,1,0
1280256122780352512,382,25,0,0,1,0
1281065737667444736,376,0,2,1,0,1
1280948782348328960,46,11,0,0,1,0
1280237929856720896,277,6,0,0,1,0
1280815963391373312,240,75,0,0,1,0
1281090398979526656,1155,138,0,0,1,0
1280535942659440640,126,18,0,0,1,0
1280308595628933120,16,0,0,1,0,0
1280879348485173248,261,26,0,0,1,0
1280602833998565376,195,22,0,0,1,0
1280645911807492096,98,77,0,0,1,0
1280242036914950144,802,0,0,1,0,0
1280833455757111296,103,75,0,0,1,0
2562722869921263616,124026,2,14,0,0,1
1280540434280873984,411,0,0,1,0,0
1281741354985553920,39,188,0,0,1,0
1282459043517341696,188,1,0,0,1,0
1280518722927681536,131,0,0,1,0,0
1280237834994155520,1110,4,0,0,1,0
1280908822647910400,41,26,0,0,1,0
1280507289351446528,853,0,1,1,0,0
1280321348670275584,838,1,2,1,0,0
1280784221502652416,66,1,0,0,1,0
1280304466735042560,868,1,10,1,0,0
1282127561817051136,153,55,0,0,1,0
1281007241513050112,145,246,0,0,1,0
1280310700880154624,1882,0,3,1,0,0
1280339776911093760,541,0,1,1,0,0
1280537800480260096,398,18,0,0,1,0
1280988071765389312,226,0,0,1,0,0
1280729334551130112,577,47,0,0,1,0
1280863003324358656,194,15,0,0,1,0
1280648165230862336,36,1,8,0,0,0
1280614306724405248,446,22,0,0,1,0
1280923150809694208,6,26,0,0,1,0
1280946519349264384,207,0,6,1,0,0
1280716574794682368,229,77,0,0,1,0
1280307454023213056,17,0,4,1,0,0
1280865016065990656,53,5,0,0,1,0
1280302259298078720,789,0,0,1,0,0
1280568384770449408,17753,2,0,0,0,0
1280736352527671296,273,0,0,1,0,0
1280891803466698752,981,75,0,0,1,0
1280535683824836608,775,0,2,1,0,0
1280871055108653056,44,26,0,0,1,0
1280677978758881280,77,77,0,0,1,0
1283334906953728000,1526,10,19,0,0,0
1280625461329047552,2200,6,0,0,1,0
1280627194172190720,1275,0,3,1,0,0
1280628547061788672,1534,11,0,0,1,0
1281745177405784064,20,188,0,0,1,0
1280713247629479936,77,0,1,1,0,0
1281715785824645120,705,2,0,0,1,0
1280517578629275648,53,0,1,1,0,0
1282135684103450624,222,55,0,0,1,0
1280856794663968768,3127,15,0,0,1,0
1280269570666717184,55369,4,0,0,1,0
1280282040022306816,38,4,0,0,1,0
1281004910323122176,165,15,0,0,1,0
1280224016079425536,50,0,1,1,0,0
1283346622370455552,173,10,0,0,1,0
1281205160199499776,10298,2,16,0,0,1
1280232377437077504,270,8,0,0,1,0
1280232334474850304,267,0,0,1,0,0
1280323521995038720,1514,24,0,0,1,0
1280484019956744192,107,1,3,0,0,0
1280701034223017984,18,246,0,0,1,0
1282914917507530752,238,4,0,0,1,0
1280304245942767616,6232,0,2,1,0,0
1281194414610710528,1007,5,0,0,1,0
1282279004901462016,103,55,0,0,1,0
1280786563459428352,456,75,0,0,1,0
1280308819025944576,267,0,0,1,0,0
1281845187212345344,127,3,0,0,1,0
1281631884552876032,47,0,0,1,0,0
1280914542424469504,132,0,0,1,0,0
1281073244112592896,13,83,0,0,1,0
1280299478638039040,4312,0,0,1,0,0
1280984445957410816,1484,16,0,0,1,0
1281042077699256320,392,0,16,1,0,0
1280511464583901184,1184,10,0,0,1,0
1281617267009167360,484,0,3,1,0,0
1280221413887131648,11,11,0,0,1,0
1280223956679737344,11,6,0,0,1,0
1280481906635784192,2116,15,0,0,1,0
1280951633174822912,211,6,0,0,1,0
1280314804964667392,256,25,0,0,1,0
1280604004964274176,408,22,0,0,1,0
1280604169678749696,406,0,0,1,0,0
1280243096840802304,614,1,1,1,0,0
1280269565671292928,871,4,0,0,1,0
1280940780119564288,72,66,0,0,1,0
1280858036022771712,245,15,0,0,1,0
1280529663526342656,166,246,0,0,1,0
1280657519224987648,1913,47,0,0,1,0
1280883107621556224,10735,1,3,0,0,0
1281495636102307840,23,2,0,0,1,0
1280736050697076736,133,0,1,1,0,0
1280793689472864256,70,75,0,0,1,0
1280793677376487424,70,0,2,1,0,0
1280643913888477184,1292,1,0,0,1,0
1280318047333617664,254,0,0,1,0,0
1281617428649250816,118,29,0,0,1,0
1282573764170002432,475,0,3,1,0,0
1280554423094149120,21,18,0,0,1,0
1280238459718963200,59,25,0,0,1,0
1280489321615761408,140,0,0,1,0,0
1280501160508633088,87,0,0,1,0,0
1280316159523463168,166,0,1,1,0,0
1280330278871982080,17024,1,6,0,0,0
1280325254385197056,1681,0,1,1,0,0
1281953779139502080,21,188,0,0,1,0
1280237901532495872,735,1,4,1,0,0
1280284718815154176,104,11,0,0,1,0
1280799348935319552,294,2,0,0,1,0
1281032563813990400,749,0,0,1,0,0
1280598810474020864,400,11,0,0,1,0
1280513579377180672,242,15,0,0,1,0
1280551260874301440,4250,0,0,1,0,0
1280923637462286336,108,3,0,0,1,0
1280865200175022080,1059,41,0,0,1,0
1280929000802713600,181,0,1,1,0,0
1281143559769468928,658,1,0,0,1,0
1280307472167694336,64,0,1,1,0,0
1281077817095135232,35,138,0,0,1,0
1281068473960062976,11,13,0,0,1,0
1280187219874123776,162,28,0,0,1,0
1281068515437490176,25,11,0,0,1,0
1281570089456803840,287,2,0,0,1,0
1281671462672379904,8,29,0,0,1,0
1281032971189919744,267,15,0,0,1,0
1280551514348687360,101,0,0,1,0,0
1280753744423145472,102,75,0,0,1,0
1282990086108282880,141,0,0,1,0,0
1280919254049665024,19,75,0,0,1,0
1280235828480864256,217,25,0,0,1,0
1280366444002398208,601,0,0,1,0,0
1280232460920541184,68,0,2,1,0,0
1280186173844062208,179,0,2,1,0,0
1280311149439979520,114,0,0,1,0,0
1280343234317778944,80,1,0,0,1,0
1281040535864647680,273,0,0,1,0,0
1280498718438035456,65,7,0,0,1,0
1280673916223205376,237,246,0,0,1,0
1280269563590934528,467,4,0,0,1,0
1280349639552774144,2958,0,30,1,0,0
1281040244259852288,65,11,0,0,1,0
1280240040971558912,632,0,4,1,0,0
1281170822112006144,43,16,0,0,1,0
1280345649251258368,88,11,0,0,1,0
1280486831017144320,1852,15,0,0,1,0
1280189015761784832,390,28,0,0,1,0
1280318360014786560,674,0,1,1,0,0
1280639502915076096,170,3,0,0,1,0
1280234458831036416,754,0,0,1,0,0
1280312449091198976,1548,11,0,0,1,0
1280343279297376256,4491,7,65,1,0,0
1281068913443459072,693,138,0,0,1,0
1280566514198986752,248,0,0,1,0,0
1280984617688936448,90,10,0,0,1,0
1281014926128164864,749,46,0,0,1,0
1281066072729403392,8,83,0,0,1,0
1280608803743031296,256,47,0,0,1,0
1280314941929644032,227,0,3,1,0,0
1280917798248644608,753,5,0,0,1,0
1280325325851963392,676,0,0,1,0,0
1280532808570671104,174,0,0,1,0,0
1280528497518292992,513,7,0,0,1,0
1280464346745843712,240,1,0,0,1,0
1281008536147935232,161,10,0,0,1,0
1273412261525274624,363,4,0,0,1,0
1280608860751958016,141,18,0,0,1,0
1280608556346159104,29,22,0,0,1,0
1280341683318722560,783,0,0,1,0,0
1281100544774373376,1300,7,0,0,1,0
1281182272629149696,51,75,0,0,1,0
1280305170002444288,313,1,2,1,0,0
1280443865829343232,2161,11,25,0,0,0
1281604480992186368,179,12,0,0,1,0
1280814438183063552,862,1,0,0,1,0
1281003598000918528,119,15,0,0,1,0
1280444465057062912,4596,11,0,0,1,0
1280238978734710784,245,0,0,1,0,0
1280867688122773504,2071,0,3,1,0,0
1280512982410244096,733,15,0,0,1,0
1282110980579885056,57,0,0,1,0,0
1280864356490764288,10432,5,0,0,1,0
1280669324592721920,206,0,2,1,0,0
1281356465454948352,157,3,0,0,1,0
1280307803471708160,521,0,0,1,0,0
1280277969055944704,318,28,0,0,1,0
1280898429829484544,172,0,2,1,0,0
1280311025573793792,43,0,1,1,0,0
1280857975356350464,52,26,0,0,1,0
1280248218102771712,21,28,0,0,1,0
1280799059402514432,3268,2,8,0,0,1
1280299490851815424,621,0,0,1,0,0
1280410589513289728,116,25,0,0,1,0
1280865347340513280,164,5,0,0,1,0
1280960126736904192,1650,3,0,0,1,0
2561775998679838720,3300,0,0,2,0,0
1280248441847898112,428,8,0,0,1,0
1280684056368250880,110,12,0,0,1,0
1280527259586224128,14,18,0,0,1,0
1280605841239007232,608,22,0,0,1,0
1280324263615004672,145,0,1,1,0,0
1280685874364235776,328,12,0,0,1,0
1280910707228397568,162,0,2,1,0,0
1281580128791912448,7242,4,7,0,0,0
1281591297153826816,133,4,0,0,1,0
1281597136409370624,47,2,0,0,1,0
1280349245577539584,231,0,0,1,0,0
1280994509107625984,333,16,0,0,1,0
1280380054804062208,207,0,0,1,0,0
1280763824392548352,42,7,0,0,1,0
1280548894624096256,847,0,1,1,0,0
1281641248378351616,446,0,0,1,0,0
1281057572909461504,42,83,0,0,1,0
1280196030487760896,197,28,0,0,1,0
1280766800062488576,435,1,0,0,1,0
1280265392603172864,153,4,0,0,1,0
1281015677038493696,200,4,0,0,1,0
1280593084506607616,109,2,0,0,1,0
1281154114374770688,12,5,24,0,0,0
1281004973443162112,59,0,0,1,0,0
1280908324779810816,220,0,0,1,0,0
1280995732879794176,25,10,0,0,1,0
1280361539510419456,385,6,0,0,1,0
1280383884157423616,199,0,6,1,0,0
1281712762897551360,70,29,0,0,1,0
1281643680969953280,94,29,0,0,1,0
1280530637649215488,323,18,0,0,1,0
1280269569718800384,6778,4,0,0,1,0
1280599909557776384,20,47,0,0,1,0
1283339629383553024,87,10,0,0,1,0
1280685907784404992,3,246,0,0,1,0
1280269313006424064,2609,4,0,0,0,0
1280237451676717056,174,0,3,1,0,0
1280234364450848768,580,0,1,1,0,0
1280291912877068288,360,0,0,1,0,0
1280306122159783936,132,0,0,1,0,0
1281036673221099520,1844,46,0,0,1,0
1280931610263785472,2696,1,0,0,1,0
1280887056470880256,2696,1,2,0,0,2
1280230482098225152,186,0,1,1,0,0
1273323988069109760,784,4,0,0,1,0
1280303794786615296,448,0,0,1,0,0
1281023894980308992,281,0,2,1,0,0
1281704266122625024,72,0,3,1,0,0
1285084762210697216,49,0,0,1,0,0
1280656521450254336,79,0,2,1,0,0
1280326674698113024,18,0,0,1,0,0
1280654598592704512,274,77,0,0,1,0
1280994969554227200,196,0,1,1,0,0
1280419469031100416,64,0,2,1,0,0
1281074101541576704,285,0,0,1,0,0
1281050246383099904,1384,16,0,0,1,0
1280507691153215488,6587,0,2,1,0,0
1281665799120396288,84,29,0,0,1,0
1280341022317449216,125,24,0,0,1,0
1280196104588595200,32,28,0,0,1,0
1280896637846650880,5,1,0,0,1,0
1280546362908708864,137,0,0,1,0,0
1280298391122128896,428,0,5,1,0,0
1281271286182928384,58,2,0,0,1,0
1281034890792878080,112,46,0,0,1,0
1280304790661144576,2226,0,3,1,0,0
1280558381862977536,848,1,2,0,0,0
1281177493261729792,59,4,0,0,1,0
1281614265942769664,43,29,0,0,1,0
1280534564386017280,6294,7,0,0,1,0
1280532866884132864,451,0,11,1,0,0
1281715773266853888,157,188,0,0,1,0
1281957803230474240,14,29,0,0,1,0
1280654223231913984,8921,1,7,1,0,0
1281091585250295808,58,116,0,0,1,0
1280530870315683840,19116,47,93,0,0,4
1281604992990769152,89,29,0,0,1,0
1280419543286939648,31,25,0,0,1,0
1280312703790264320,157,0,3,1,0,0
1280622798231216128,39116,2,11,0,0,2
1280339113619517440,282,24,0,0,1,0
1280223173515108352,65,13,0,0,1,0
1283404311624589312,121,10,0,0,1,0
1281589356780646400,124,29,0,0,1,0
1280267652787843072,128,25,0,0,1,0
1280953860941590528,1460,0,4,1,0,0
1280882052225732608,27,47,0,0,1,0
1280898991643738112,5,26,0,0,1,0
1280633238105571328,3057,6,0,0,1,0
1280549823393955840,234,0,2,1,0,0
1280865295188590592,43,26,0,0,1,0
1281376223768178688,44449,2,3,0,0,0
1280894342262075392,141,0,0,1,0,0
1280699806604759040,338,0,1,1,0,0
1280687681593315328,48,11,0,0,1,0
1273317165681258496,1250,4,0,0,1,0
1281651757584506880,22,188,0,0,1,0
1280301100483186688,106,0,3,1,0,0
1280737953904570368,406,0,0,1,0,0
1282107024575258624,1987,0,1,1,0,0
1280902511268954112,9,5,0,0,1,0
1281169157816492032,5,3,0,0,1,0
1280427243286794240,198,0,0,1,0,0
1280301453656145920,72,0,3,1,0,0
1280299649153318912,491,0,1,1,0,0
1280540019850129408,1197,0,0,1,0,0
1280947678495547392,19,6,0,0,1,0
1280253996964470784,2522,1,0,0,1,0
1281048655458455552,956,16,0,0,1,0
1281103196467933184,2175,7,0,0,1,0
1280993733647970304,488,0,0,1,0,0
1280987705321627648,22,10,0,0,1,0
1280940667443638272,5,3,0,0,1,0
1280308928488919040,2621,0,7,1,0,0
1280895846926745600,52,5,0,0,1,0
1280721443731447808,382,5,0,0,1,0
1281752224117522432,9,188,0,0,1,0
1280563872131407872,681,0,1,1,0,0
1280915056688054272,252,0,0,1,0,0
1281242358227632128,3,116,0,0,1,0
1280668589427773440,194,4,21,0,0,0
1280735810334199808,2372,138,668,0,0,23
1280239817096388608,293,25,0,0,1,0
1280223583902588928,4840,13,0,0,1,0
1280321194458263552,4840,24,0,0,1,0
1280535240218419200,743,2,0,0,1,0
1280967714232811520,619,3,0,0,1,0
1280218934390796288,23,0,0,1,0,0
1282130669280399360,235,0,0,1,0,0
1280320838923935744,156,0,0,1,0,0
1280700773140217856,5,0,0,1,0,0
1280615666530254848,1378,47,0,0,1,0
1280652718827286528,4330,11,0,0,1,0
1280848979035643904,121,1,0,0,1,0
1281613907900026880,20,1,0,0,1,0
1281200219590459392,468,5,0,0,1,0
1280316302209449984,3272,0,7,1,0,0
1281646818745556992,290,29,0,0,1,0
1280625998933962752,434,1,1,0,0,0
1280244792241291264,3,4,0,0,1,0
1280300086933835776,147,0,0,1,0,0
1280259207405723648,1134,25,0,0,1,0
1281586038893359104,24,29,0,0,1,0
1280310938407702528,238,1,0,0,1,0
1273350032494940160,1990,4,0,0,1,0
1280359734877597696,146,0,0,1,0,0
1282125840046850048,8,0,0,1,0,0
1280482442114215936,31,0,0,1,0,0
1280480137759391744,4495,15,0,0,1,0
1280855499529994240,45,15,0,0,1,0
1280245525388943360,376,25,0,0,1,0
1281103030038024192,513,116,0,0,1,0
1280331521740734464,154,0,0,1,0,0
1280900332738969600,136,0,3,1,0,0
1280920687390199808,108,2,34,0,0,0
1280687955321987072,105,0,0,1,0,0
1282050915025981440,1813,22,0,0,1,0
1281654597493248000,76,0,0,1,0,0
1280482061791506432,85,11,0,0,1,0
1281050971435667456,445,47,0,0,1,0
1280299211880308736,116,0,1,1,0,0
1280306985301409792,1342,0,1,1,0,0
1280638342598705152,277,47,0,0,1,0
1280643936168673280,44,22,0,0,1,0
1280519163170238464,332,18,0,0,1,0
1281038778723979264,41,83,0,0,1,0
1281287879474454528,79,0,0,1,0,0
1281339391521239040,112,15,0,0,1,0
1280519513159712768,42,18,0,0,1,0
1281989261131051008,3,29,0,0,1,0
1280682226389266432,315,11,0,0,1,0
1280567830967209984,1017,1,1,1,0,0
1280303702021156864,293,0,1,1,0,0
1281351331647758336,327,0,0,1,0,0
1281093590379376640,108,138,0,0,1,0
1280900930016247808,391,0,0,1,0,0
1280625034386644992,142,2,0,0,1,0
1281016637408362496,26,4,0,0,1,0
1280947941260144640,67,0,0,1,0,0
1281294961619673088,115,0,1,1,0,0
1280693503606042624,15,1,0,0,1,0
1280222371438366720,82,0,0,1,0,0
1280333796127145984,238,0,1,1,0,0
1280814280368160768,600,1,0,0,1,0
1280853761787822080,423,0,0,1,0,0
1281033612662583296,20,83,0,0,1,0
1280422614616375296,183,0,0,1,0,0
1281338209004331008,781,15,0,0,1,0
1280602430468698112,31,0,0,1,0,0
1281111730253434880,249,138,0,0,1,0
1280315537571151872,36,0,1,1,0,0
1281034682621140992,1347,0,19,1,0,0
1281162589989474304,2339,5,0,0,1,0
1280555788646432768,27,246,0,0,1,0
1281264472838017024,0,46,0,0,1,0
1271149257865736192,333,11,0,0,1,0
1280471746035007488,117,0,0,1,0,0
1280299087930232832,1903,2,22,1,0,0
1280914299276464128,47,66,0,0,1,0
1268853184279257088,82,11,0,0,1,0
1280837788989108224,66,4,0,0,1,0
1280923354669682688,168,75,0,0,1,0
1280462000812969984,161,0,10,1,0,0
1280180440897331200,9459,28,136,0,0,14
1280466804167651328,28,0,0,1,0,0
1283336928813821952,1523,10,0,0,1,0
1280941770227036160,71,2,0,0,1,0
1280877253228929024,1564,1,2,0,0,1
1281121363588194304,133,11,0,0,1,0
1281039373740445696,81,1,0,1,0,0
1280496741922549760,296,15,0,0,1,0
1281654712752726016,19,77,0,0,1,0
1280559947512774656,161,0,0,1,0,0
1281054890861740032,99,16,0,0,1,0
1280984664400891904,1220,16,0,0,1,0
1280866695981252608,87,26,0,0,1,0
1280968885852950528,119,5,0,0,1,0
1281192823463849984,14,13,0,0,1,0
1280855455804395520,72,0,0,1,0,0
1281649861377486848,3,15,0,0,1,0
1281707874394275840,37,0,0,1,0,0
1280216952036884480,114,0,0,1,0,0
1282431123897888768,9,28,0,0,1,0
1280321308585275392,28,24,0,0,1,0
1281103196195303424,254,0,0,1,0,0
1280556881031946240,38,24,0,0,1,0
1280932779098767360,26,0,0,1,0,0
1280527182125809664,18,7,0,0,1,0
1280962359545208832,197,2,0,0,1,0
1280325598930522112,24,24,0,0,1,0
1280340211810140160,57,0,0,1,0,0
1281584032933982208,19,116,0,0,1,0
1280608533050949632,454,1,0,0,0,0
1285094172526092288,34,4,0,0,1,0
1281061208045600768,13,13,0,0,1,0
1280630220286877696,1247,77,0,0,1,0
1280994914461986816,234,16,0,0,1,0
1281338219506933760,454,15,0,0,1,0
1280511682117328896,2,8,0,0,1,0
1280992340509896704,35,16,0,0,1,0
1281804454711504896,147,29,0,0,1,0
1280900070578311168,1088,0,3,1,0,0
1280953576584511488,386,11,0,0,1,0
1280486459913502720,345,11,0,0,1,0
1280677765734445056,1,0,1,1,0,0
1280332054765408256,188,0,0,1,0,0
1280493067510915072,169,15,0,0,1,0
1281085195798687744,26,16,0,0,1,0
1280509823952576512,39,1,17,0,0,0
1280906238889525248,54,2,8,1,0,1
1281006024372162560,81,4,0,0,1,0
1280233170210873344,6,13,0,0,1,0
1280864152261722112,14104,5,1,0,0,0
1280312210489847808,173,0,3,1,0,0
1281031926954876928,150,83,0,0,1,0
1282128121752358912,4,55,0,0,1,0
1280307318589194240,565,0,0,1,0,0
1280914817176518656,51,66,0,0,1,0
1280223051603480576,21,13,0,0,1,0
1280307108114763776,430,0,0,1,0,0
1280793205857030144,2103,0,0,1,0,0
1280327490238582784,3,24,0,0,1,0
1280346866849394688,898,0,0,1,0,0
1281581033817858048,7,29,0,0,1,0
1281038940221444096,121,83,0,0,1,0
1281323217450422272,8,16,0,0,1,0
1281102559520980992,334,7,0,0,1,0
1280558590034620416,39,1,0,1,0,0
1285112667871555584,118,4,0,0,1,0
1280948277177987072,1147,6,0,0,1,0
1280338609703395328,629,24,0,0,1,0
1280322391248457728,59,0,1,1,0,0
1283335312094179328,184,10,0,0,1,0
1281062109963567104,408,13,0,0,1,0
1281003469046939648,32,12,0,0,1,0
1280184429642743808,102,28,0,0,1,0
1281003175928045568,19,77,0,0,1,0
1281642601746227200,28,29,0,0,1,0
1281583792260616192,136,0,0,1,0,0
1280512208817045504,1014,1,0,0,1,0
1280312014221516800,78,0,1,1,0,0
1281007115163832320,1122,0,0,1,0,0
1281298371936911360,69,2,0,0,1,0
1280346554885382144,1156,0,1,1,0,0
1280355507547639808,938,1,2,0,0,0
1281010234425782272,12,15,0,0,1,0
1280933846729592832,68,0,0,1,0,0
1280776754190311424,5,5,0,0,1,0
1280190067202494464,53,0,1,1,0,0
1281355312172355584,159,12,0,0,1,0
1280533567060271104,80,0,1,1,0,0
1281352503955795968,128,0,0,1,0,0
1282117732964671488,99,55,0,0,1,0
1280719989864087552,330,47,0,0,1,0
1280224737315217408,7,13,0,0,1,0
1280365002373955584,81,25,0,0,1,0
1280929983075094528,1,3,0,0,1,0
1281361689808637952,114,12,0,0,1,0
1281106314781954048,6,116,0,0,1,0
1281169042351538176,44,5,0,0,1,0
1280984978340413440,189,0,0,1,0,0
1280298948184375296,108,0,0,1,0,0
1280881411701047296,145,15,0,0,1,0
1280887931553660928,54,5,0,0,1,0
1281351243898773504,194,12,0,0,1,0
1280526271471067136,82,7,0,0,1,0
1280697407706185728,82,12,0,0,1,0
1281353683180097536,208,12,0,0,1,0
1281807816077049856,41,83,0,0,1,0
1280230647676784640,122,13,0,0,1,0
1280364798652317696,59,0,0,1,0,0
1281929922504724480,8,0,0,1,0,0
1280547623594844160,1470,0,3,1,0,0
1280364479579029504,698,0,0,1,0,0
1280539861083205632,7,7,0,0,1,0
1281055748076834816,73,46,0,0,1,0
1281063679740567552,73,13,0,0,1,0
1281070452153163776,89,13,0,0,1,0
1280868192437534720,188,15,0,0,1,0
1280672861389312000,74,0,9,1,0,0
1281360126235021312,318,0,1,1,0,0
1280868080609046528,26,0,0,1,0,0
1280308392398069760,90,0,0,1,0,0
1280350644919025664,97,0,0,1,0,0
1280887960418897920,4,0,0,1,0,0
1280961039140556800,6084,2,5,0,0,0
1268658674861510656,16,11,0,0,1,0
1280332665040838656,466,0,1,1,0,0
1282101958476693504,62,83,0,0,1,0
1281601561131732992,291,12,0,0,1,0
1280864613953912832,7,47,0,0,1,0
1280305918568210432,203,0,0,1,0,0
1281372667522752512,96,12,0,0,1,0
1280272933169049600,3,25,0,0,1,0
1280576226332114944,276,18,0,0,1,0
1280909688402522112,4,26,0,0,1,0
1280217924310044672,136,11,0,0,1,0
1280525571265630208,81,0,4,1,0,0
1280328206311141376,2,24,0,0,1,0
1280532466311344128,75,0,1,1,0,0
1280996884765687808,101,0,3,1,0,0
1281582328398127104,182,12,0,0,1,0
1281581484894294016,176,12,0,0,1,0
1280945816983801856,188,0,1,1,0,0
1280905161746022400,12,0,0,1,0,0
1281789068720975872,1,29,0,0,1,0
1280321210602213376,444,24,0,0,1,0
1280198088158859264,2,0,0,1,0,0
1281046114763001856,3,16,0,0,1,0
1282498010312835072,4,66,0,0,1,0
1281218199657250816,2,116,0,0,1,0
1280319834081853440,365,0,0,1,0,0
1281359268600590336,130,12,0,0,1,0
1280244066190581760,96,13,0,0,1,0
1280244163989188608,96,0,0,1,0,0
1280205997596909568,32,28,0,0,1,0
1280998877492019200,466,47,0,0,1,0
1282896789847277568,114,4,0,0,1,0
1280923687844265984,4,3,0,0,1,0
1282303492292567040,33,55,0,0,1,0
1280225204300656640,1410,13,0,0,1,0
1280322053158076416,69,24,0,0,1,0
1281366202913300480,107,12,0,0,1,0
1280356895912529920,1,1,0,0,1,0
1282328970634178560,7,25,0,0,1,0
1280250900917952512,5,25,0,0,1,0
1280930287397076992,710,2,0,0,1,0
1280327204963004416,39,24,0,0,1,0
1280191079279624192,21,0,0,1,0,0
1280241119268306944,26,13,0,0,1,0
