source,target
1281065423279206400,1280735810334199808
1281042077699256325,1280735810334199808
1281041309881507840,1280735810334199808
1281024019915919360,1280735810334199808
1281023095118213123,1280735810334199808
1281002986693693440,1280735810334199808
1280993303471828994,1280735810334199808
1280950140153536514,1280735810334199808
1280947941260144640,1280735810334199808
1280946519349264385,1280735810334199808
1280939165769662467,1280735810334199808
1280910574419927053,1280735810334199808
1280902489093668870,1280735810334199808
1280894342262075393,1280735810334199808
1280879400695795712,1280735810334199808
1280868080609046530,1280735810334199808
1280867688122773504,1280735810334199808
1280837349329469440,1280735810334199808
1280792077408915456,1280735810334199808
1280739581868912641,1280735810334199808
1280737953904570368,1280735810334199808
1280736050697076736,1280735810334199808
1281040768749182977,1280684790685958145
1280713032885248000,1280683182912876545
1280702973035888640,1280683182912876545
1280699806604759041,1280683182912876545
1280696116326158340,1280683182912876545
1280690213665341446,1280683182912876545
1280687516056801280,1280683182912876545
1280684367610773505,1280683182912876545
1280684313340719105,1280683182912876545
1280939429876699137,1280661790209314816
1280926101703974915,1280661790209314816
1280924937809690624,1280661790209314816
1280919561852915714,1280661790209314816
1280908324779810816,1280661790209314816
1280903298502008834,1280661790209314816
1280867069244866560,1280661790209314816
1280866426874716166,1280661790209314816
1280850460346368000,1280661790209314816
1280846538986721280,1280661790209314816
1280840132703248385,1280661790209314816
1280822973608398850,1280661790209314816
1280736352527671301,1280661790209314816
1280695694853111809,1280661790209314816
1280691085111689216,1280661790209314816
1280687955321987074,1280661790209314816
1280671971290816512,1280661790209314816
1280669115502518275,1280661790209314816
1280669056748654592,1280661790209314816
1280668224858832896,1280661790209314816
1280665394341085184,1280661790209314816
1280664092244574209,1280661790209314816
1280663021086552065,1280661790209314816
1280582201734828032,1280326828138418178
1280793205857030144,1280303080249135106
1280502820538667013,1280303080249135106
1280419469031100416,1280303080249135106
1280418057349980161,1280303080249135106
1280380054804062208,1280303080249135106
1280364798652317697,1280303080249135106
1280364479579029514,1280303080249135106
1280332054765408263,1280303080249135106
1280322391248457730,1280303080249135106
1280320838923935745,1280303080249135106
1280311201109508097,1280303080249135106
1280311025573793794,1280303080249135106
1280308819025944576,1280303080249135106
1280307108114763776,1280303080249135106
1280305170002444289,1280303080249135106
1280303980191666176,1280303080249135106
1280303794786615297,1280303080249135106
1280349245577539589,1280298409237393408
1280331521740734464,1280298409237393408
1280321667735191555,1280298409237393408
1280314037310554114,1280298409237393408
1280537401509711872,1280536866606010369
1280537148454850566,1280536866606010369
1281074101541576704,1281065737667444741
1281007754883272705,1281006324168474624
1280945816983801864,1280906238889525249
1280852142903955459,1280663021086552065
1281013537784111106,1281007754883272705
1273412261525274628,1273315990277967874
1273350032494940166,1273315990277967874
1273323988069109762,1273315990277967874
1273317165681258499,1273315990277967874
1285303304810049536,1285082626467008512
1285112667871555584,1285082626467008512
1285094172526092288,1285082626467008512
1285086105843445761,1285082626467008512
1271149257865736192,1268638164434014208
1268861713417408512,1268638164434014208
1268853184279257089,1268638164434014208
1268831918226898944,1268638164434014208
1268784219318149120,1268638164434014208
1268729561707155456,1268638164434014208
1268699970737242119,1268638164434014208
1268697507384696832,1268638164434014208
1268673220229632000,1268638164434014208
1268658674861510656,1268638164434014208
1283509872420704264,1283334906953728000
1283476708260294657,1283334906953728000
1283404311624589313,1283334906953728000
1283346622370455553,1283334906953728000
1283339629383553025,1283334906953728000
1283337569195962371,1283334906953728000
1283336928813821952,1283334906953728000
1283335312094179329,1283334906953728000
1282914917507530752,1282891332181270529
1282902130060394496,1282891332181270529
1282896789847277569,1282891332181270529
1282459043517341698,1282424493646979080
1282314023325896705,1282312688501227521
1282768510486228993,1282106145964990467
1282466085992910848,1282106145964990467
1282423763397742593,1282106145964990467
1282359594019414016,1282106145964990467
1282303492292567041,1282106145964990467
1282298803517890560,1282106145964990467
1282279004901462017,1282106145964990467
1282275446407798785,1282106145964990467
1282163173215305729,1282106145964990467
1282135684103450626,1282106145964990467
1282128121752358914,1282106145964990467
1282127561817051137,1282106145964990467
1282118927032647683,1282106145964990467
1282117732964671489,1282106145964990467
1282117538520993795,1282106145964990467
1282116325326884864,1282106145964990467
1282101031325900805,1282099948356620289
1282100085271285761,1282099948356620289
1282077274272079872,1282072241316995073
1282155436188278791,1282020202905956352
1281845187212345344,1281760123128623104
1281781854358642690,1281760123128623104
1281762425512001537,1281760123128623104
1280807987247034369,1280649518254620672
1280711602594070528,1280649518254620672
1280650219202523136,1280649518254620672
1280814438183063555,1280648165230862336
1280643913888477187,1280641124936359941
1280635340420759552,1280632995129540608
1281182272629149698,1280627653494681605
1280923354669682690,1280627653494681605
1280919254049665026,1280627653494681605
1280891803466698753,1280627653494681605
1280887848128983040,1280627653494681605
1280878808703414272,1280627653494681605
1280833455757111298,1280627653494681605
1280828518872612864,1280627653494681605
1280815963391373312,1280627653494681605
1280794854289821698,1280627653494681605
1280793689472864259,1280627653494681605
1280790905394520066,1280627653494681605
1280790247484383232,1280627653494681605
1280786563459428352,1280627653494681605
1280753744423145473,1280627653494681605
1280626860855099392,1280625998933962753
1280640271127130112,1280623386251661326
1280638849945927680,1280623386251661326
1280635050090999812,1280623386251661326
1280633238105571330,1280623386251661326
1280626841540161536,1280623386251661326
1280625461329047553,1280623386251661326
1280625034386644992,1280622798231216128
1280642863815155716,1280617956297277441
1280628991255289857,1280617956297277441
1280619518621036556,1280617956297277441
1281143559769468931,1280608533050949632
1280639502915076096,1280607869164011520
1280612406625021953,1280607869164011520
1282062547416428545,1280600750419140609
1282058408150147079,1280600750419140609
1282053993548611590,1280600750419140609
1282053737809432576,1280600750419140609
1282050915025981441,1280600750419140609
1282050836600958977,1280600750419140609
1282050668228866048,1280600750419140609
1280643936168673280,1280600750419140609
1280629892829372418,1280600750419140609
1280620148571938816,1280600750419140609
1280614306724405248,1280600750419140609
1280608556346159105,1280600750419140609
1280607677383655426,1280600750419140609
1280605841239007233,1280600750419140609
1280604389967880199,1280600750419140609
1280604004964274184,1280600750419140609
1280602833998565379,1280600750419140609
1280593084506607619,1280583756982611968
1280929816540327936,1280580333080018946
1280728366686101505,1280580333080018946
1280584607579111426,1280568384770449412
1280559065836531712,1280558381862977537
1280814280368160769,1280553448652656648
1280952011266174976,1280549916343971840
1280651458342522882,1280549916343971840
1280576910255370242,1280549916343971840
1282858611107074048,1280530870315683841
1282847215325720576,1280530870315683841
1282124312225423361,1280530870315683841
1281050971435667456,1280530870315683841
1280998877492019203,1280530870315683841
1280882052225732608,1280530870315683841
1280864613953912834,1280530870315683841
1280763098232651776,1280530870315683841
1280729334551130112,1280530870315683841
1280719989864087552,1280530870315683841
1280718004746059778,1280530870315683841
1280676540389490694,1280530870315683841
1280657519224987649,1280530870315683841
1280639852623642624,1280530870315683841
1280638342598705154,1280530870315683841
1280629473042477057,1280530870315683841
1280626682618155010,1280530870315683841
1280615666530254849,1280530870315683841
1280608803743031298,1280530870315683841
1280599909557776384,1280530870315683841
1280539861083205632,1280525961818185730
1280535018608222209,1280525961818185730
1280534564386017281,1280525961818185730
1280528497518292992,1280525961818185730
1280527182125809664,1280525961818185730
1280527125888540672,1280525961818185730
1280526271471067138,1280525961818185730
1280535240218419200,1280523378215043074
1280523500789301250,1280523378215043074
1280608860751958017,1280519071390404609
1280576226332114944,1280519071390404609
1280554423094149121,1280519071390404609
1280550021725814786,1280519071390404609
1280541554281775112,1280519071390404609
1280539832687656961,1280519071390404609
1280537800480260096,1280519071390404609
1280536374890893313,1280519071390404609
1280535942659440640,1280519071390404609
1280535866105102338,1280519071390404609
1280530637649215489,1280519071390404609
1280527259586224129,1280519071390404609
1280527080384614402,1280519071390404609
1280526168572203010,1280519071390404609
1280519513159712779,1280519071390404609
1280519163170238471,1280519071390404609
1281705821605367809,1280515710456860673
1281654712752726017,1280515710456860673
1281003175928045569,1280515710456860673
1280949610580791296,1280515710456860673
1280859412069056513,1280515710456860673
1280737985324032000,1280515710456860673
1280716574794682368,1280515710456860673
1280712818061443072,1280515710456860673
1280677978758881280,1280515710456860673
1280676174830678017,1280515710456860673
1280664378199719940,1280515710456860673
1280657976454455296,1280515710456860673
1280654598592704512,1280515710456860673
1280645911807492096,1280515710456860673
1280631041770881025,1280515710456860673
1280630220286877697,1280515710456860673
1280628008567660545,1280515710456860673
1280512208817045504,1280510342058201092
1280509888645476352,1280509823952576515
1280637444661133313,1280506857577119745
1280537390034141186,1280506857577119745
1280526607728496640,1280506857577119745
1280511682117328897,1280506857577119745
1280509175358009345,1280506857577119745
1280508656820330498,1280506857577119745
1280507307395350534,1280506857577119745
1280611432124624896,1280498503563849728
1280569115179192321,1280498503563849728
1280560448186847232,1280498503563849728
1280555754840342528,1280498503563849728
1280529978908717056,1280498503563849728
1280511464583901185,1280498503563849728
1280501850404511745,1280498503563849728
1280500220644790274,1280498503563849728
1280487384421994496,1280484019956744192
1280763824392548353,1280483649859837953
1280518112782188548,1280483649859837953
1280503843814551552,1280483649859837953
1280498718438035457,1280483649859837953
1280488642310475776,1280483649859837953
1280486570936750080,1280483649859837953
1280484595755094016,1280483649859837953
1280513579377180673,1280478081644466178
1280512982410244098,1280478081644466178
1280510732271063042,1280478081644466178
1280504601544966148,1280478081644466178
1280497570419261442,1280478081644466178
1280496741922549765,1280478081644466178
1280493067510915076,1280478081644466178
1280486831017144322,1280478081644466178
1280484293052108800,1280478081644466178
1280481906635784192,1280478081644466178
1280480137759391744,1280478081644466178
1280687681593315329,1280443865829343233
1280682226389266433,1280443865829343233
1280663222450892800,1280443865829343233
1280655514335133696,1280443865829343233
1280652718827286528,1280443865829343233
1280628547061788673,1280443865829343233
1280598810474020864,1280443865829343233
1280486459913502720,1280443865829343233
1280482061791506432,1280443865829343233
1280444465057062914,1280443865829343233
1280464346745843712,1280439813729144832
1280356895912529922,1280355507547639812
1280361539510419458,1280350858027425792
1280353830140547073,1280350858027425792
1280353673483345922,1280350858027425792
1280352526081163267,1280350858027425792
1280343234317778944,1280341355630395392
1282328970634178562,1280340911399014401
1280540841921183744,1280340911399014401
1280481817917820934,1280340911399014401
1280480165647310851,1280340911399014401
1280473087952261120,1280340911399014401
1280461274523066370,1280340911399014401
1280459312813481984,1280340911399014401
1280419543286939649,1280340911399014401
1280410589513289728,1280340911399014401
1280365002373955584,1280340911399014401
1280361826979647500,1280340911399014401
1280349538843348992,1280340911399014401
1280342893996249088,1280340911399014401
1280342826270822402,1280340911399014401
1280342270542135298,1280340911399014401
1280331125995573248,1280330278871982083
1280324525369016320,1280320660624027649
1280345801487781890,1280320660619829253
1280556881031946240,1280319629618024450
1280362713168912384,1280319629618024450
1280347016527257600,1280319629618024450
1280341022317449217,1280319629618024450
1280340701587353600,1280319629618024450
1280339113619517440,1280319629618024450
1280338609703395328,1280319629618024450
1280328206311141376,1280319629618024450
1280327490238582796,1280319629618024450
1280327204963004416,1280319629618024450
1280325598930522113,1280319629618024450
1280323521995038720,1280319629618024450
1280322053158076416,1280319629618024450
1280321830981697536,1280319629618024450
1280321605760057344,1280319629618024450
1280321308585275392,1280319629618024450
1280321210602213378,1280319629618024450
1280321194458263552,1280319629618024450
1280310938407702528,1280310602322153473
1280302152511115265,1280299256444837889
1280440791152852993,1280298376274284545
1281007241513050112,1280298061214945280
1280917574641950721,1280298061214945280
1280701034223017993,1280298061214945280
1280685907784404992,1280298061214945280
1280673916223205381,1280298061214945280
1280662518978019332,1280298061214945280
1280555788646432769,1280298061214945280
1280552598152581120,1280298061214945280
1280551465187258368,1280298061214945280
1280540887450337281,1280298061214945280
1280536676541124611,1280298061214945280
1280529663526342669,1280298061214945280
1280527248471339008,1280298061214945280
1280517502985031683,1280298061214945280
1280515036453179396,1280298061214945280
1280512943927459840,1280298061214945280
1280299466537525249,1280291575398985728
1280294097337618432,1280291575398985728
1280269570666717184,1280269313006424066
1280269569718800389,1280269313006424066
1280269565671292928,1280269313006424066
1280269563590934528,1280269313006424066
1280346167365246976,1280244464888528898
1280265392603172865,1280244464888528898
1280248283714269185,1280244464888528898
1280282040022306821,1280236920442966016
1280244792241291264,1280236920442966016
1280237834994155524,1280236920442966016
1280876584157745155,1280233708101013506
1280319723935236096,1280233708101013506
1280314804964667394,1280233708101013506
1280312914407239680,1280233708101013506
1280272933169049604,1280233708101013506
1280267652787843073,1280233708101013506
1280259207405723648,1280233708101013506
1280256122780352517,1280233708101013506
1280250900917952515,1280233708101013506
1280245525388943361,1280233708101013506
1280241252588453893,1280233708101013506
1280239817096388615,1280233708101013506
1280238459718963200,1280233708101013506
1280238441242996736,1280233708101013506
1280236330950295554,1280233708101013506
1280235828480864256,1280233708101013506
1280281687763693568,1280230303148019712
1280248441847898114,1280230303148019712
1280248273132019717,1280230303148019712
1280232377437077510,1280230303148019712
1280232092769619968,1280230303148019712
1280231248926048256,1280230303148019712
1280231201677225985,1280230303148019712
1280552792604717056,1280223891688960000
1280252353149644801,1280223891688960000
1280239386031017984,1280223891688960000
1280237929856720899,1280223891688960000
1280231321353293825,1280223891688960000
1280223956679737344,1280223891688960000
1280244066190581760,1280222630776393729
