source,target
1280241119268306946,1280222630776393729
1280233170210873347,1280222630776393729
1280230647676784640,1280222630776393729
1280225204300656645,1280222630776393729
1280224737315217408,1280222630776393729
1280224656553893888,1280222630776393729
1280223715440111618,1280222630776393729
1280223583902588931,1280222630776393729
1280223405929832451,1280222630776393729
1280223173515108358,1280222630776393729
1280223051603480576,1280222630776393729
1280393231738568709,1280217675839479809
1280345649251258370,1280217675839479809
1280327364355010561,1280217675839479809
1280312449091198976,1280217675839479809
1280298303683538944,1280217675839479809
1280284718815154177,1280217675839479809
1280221413887131648,1280217675839479809
1280220305219301378,1280217675839479809
1280217924310044674,1280217675839479809
1280253996964470785,1280187503526510592
1282431123897888771,1280180440897331200
1280277969055944708,1280180440897331200
1280272435431067648,1280180440897331200
1280256554265124865,1280180440897331200
1280248218102771714,1280180440897331200
1280223814035689473,1280180440897331200
1280211594320936960,1280180440897331200
1280205997596909568,1280180440897331200
1280202562474573826,1280180440897331200
1280196104588595203,1280180440897331200
1280196030487760897,1280180440897331200
1280193694650466312,1280180440897331200
1280192355434405888,1280180440897331200
1280189015761784832,1280180440897331200
1280187219874123776,1280180440897331200
1280185672322686977,1280180440897331200
1280185247997493248,1280180440897331200
1280184429642743810,1280180440897331200
1280184133277364229,1280180440897331200
1281649120411676672,1281636688729526277
1281790113505214466,1281631770195230721
1281789068720975874,1281631770195230721
1281715899293208576,1281631770195230721
1281671462672379909,1281631770195230721
1281665799120396289,1281631770195230721
1281660695168286723,1281631770195230721
1281648630659719169,1281631770195230721
1281647211898494977,1281631770195230721
1281646818745556993,1281631770195230721
1281646618761031680,1281631770195230721
1281645879536033792,1281631770195230721
1281643680969953280,1281631770195230721
1281642601746227202,1281631770195230721
1281639923544711169,1281631770195230721
1281638681498079241,1281631770195230721
1281638023726342147,1281631770195230721
1281637899319029762,1281631770195230721
1281636663870066691,1281631770195230721
1281635235122339840,1281631770195230721
1281613907900026880,1281613675841957888
1281715785824645121,1281596444219265024
1281597136409370627,1281596444219265024
1281808615913992193,1281580128791912449
1281795353877110786,1281580128791912449
1281591297153826817,1281580128791912449
1281581796552048641,1281580128791912449
1282380342758985730,1281528967846072320
1281989261131051008,1281528967846072320
1281957803230474240,1281528967846072320
1281804454711504898,1281528967846072320
1281712762897551360,1281528967846072320
1281649647602135040,1281528967846072320
1281617428649250818,1281528967846072320
1281614265942769665,1281528967846072320
1281604992990769152,1281528967846072320
1281592930436882433,1281528967846072320
1281589356780646401,1281528967846072320
1281587621702127621,1281528967846072320
1281586758887636994,1281528967846072320
1281586038893359105,1281528967846072320
1281581583556804608,1281528967846072320
1281581033817858048,1281528967846072320
1281565589153210370,1281528967846072320
1282548438043897857,1281389963007926273
1282093168834547713,1281389963007926273
1282031457972752385,1281389963007926273
1281953779139502080,1281389963007926273
1281793912634585089,1281389963007926273
1281758452021329923,1281389963007926273
1281752224117522433,1281389963007926273
1281745177405784072,1281389963007926273
1281741354985553921,1281389963007926273
1281715773266853889,1281389963007926273
1281688421635850240,1281389963007926273
1281679405149040643,1281389963007926273
1281677452113256448,1281389963007926273
1281677371989467136,1281389963007926273
1281658970474766337,1281389963007926273
1281658614625820672,1281389963007926273
1281651757584506880,1281389963007926273
1281702250252062720,1281376223768178691
1281570089456803842,1281376223768178691
1281604480992186374,1281349880053747712
1281601561131732995,1281349880053747712
1281582328398127109,1281349880053747712
1281581484894294016,1281349880053747712
1281372667522752518,1281349880053747712
1281366202913300480,1281349880053747712
1281361689808637958,1281349880053747712
1281359268600590336,1281349880053747712
1281357466698219522,1281349880053747712
1281355312172355585,1281349880053747712
1281353683180097538,1281349880053747712
1281351243898773505,1281349880053747712
1281565489492307970,1281337722280579078
1281412235303292930,1281337722280579078
1281401571071451137,1281337722280579078
1281393207960625154,1281337722280579078
1281364537564893186,1281337722280579078
1281364229359099910,1281337722280579078
1281354296932667397,1281337722280579078
1281353732027031558,1281337722280579078
1281343371534045185,1281337722280579078
1281343029824180225,1281337722280579078
1281339391521239041,1281337722280579078
1281338644431806465,1281337722280579078
1281338219506933760,1281337722280579078
1281338209004331010,1281337722280579078
1281337866585542658,1281337722280579078
1281356465454948352,1281324945516236801
1281495636102307841,1281290721383854082
1281298371936911362,1281290721383854082
1281398430389219332,1281205160199499776
1281271286182928384,1281205160199499776
1281191331084111872,1281174510645972992
1281175261468405764,1281174510645972992
1281294637198696449,1281167438281916418
1281171359339630592,1281167438281916418
1281169157816492032,1281167438281916418
1281219760508866561,1281154114374770688
1281200219590459394,1281154114374770688
1281194414610710528,1281154114374770688
1281169042351538177,1281154114374770688
1281162589989474304,1281154114374770688
1281163215699881984,1281150795040333828
1281149968481427456,1281145065906282496
1281148285147852800,1281145065906282496
1281146897890193408,1281145065906282496
1281145603519647744,1281145065906282496
1281145544157663242,1281145065906282496
1281315359719555072,1281098291590111233
1281103196467933185,1281098291590111233
1281102559520980992,1281098291590111233
1281100544774373376,1281098291590111233
1281100163562569729,1281098291590111233
1281098596570537984,1281098291590111233
1281098502521720832,1281098291590111233
1281241503260651520,1281064090157408257
1281187334797643777,1281064090157408257
1281166627892080643,1281064090157408257
1281153601029787648,1281064090157408257
1281125192618708992,1281064090157408257
1281121363588194305,1281064090157408257
1281087837111279619,1281064090157408257
1281086846181822464,1281064090157408257
1281079961915478018,1281064090157408257
1281068515437490176,1281064090157408257
1281244860998180871,1281061011311800321
1281192823463849985,1281061011311800321
1281121516340408320,1281061011311800321
1281116257882976257,1281061011311800321
1281095030564892672,1281061011311800321
1281070452153163778,1281061011311800321
1281069380399435776,1281061011311800321
1281068473960062977,1281061011311800321
1281065489565921281,1281061011311800321
1281063679740567557,1281061011311800321
1281062109963567104,1281061011311800321
1281061208045600775,1281061011311800321
1281362174896742400,1281048442807214081
1281323217450422277,1281045515245936641
1281170822112006144,1281045515245936641
1281130264983302144,1281045515245936641
1281085195798687745,1281045515245936641
1281077496667136000,1281045515245936641
1281057431964078080,1281045515245936641
1281054890861740033,1281045515245936641
1281054574095327232,1281045515245936641
1281050246383099904,1281045515245936641
1281048946182197248,1281045515245936641
1281048655458455552,1281045515245936641
1281048256634642432,1281045515245936641
1281047394482884610,1281045515245936641
1281046114763001857,1281045515245936641
1281647603768127488,1281012950329892866
1281177493261729794,1281012950329892866
1281016267277840384,1281012950329892866
1281264472838017025,1281003882944946176
1281189113698361348,1281003882944946176
1281122050703331333,1281003882944946176
1281087813790957569,1281003882944946176
1281073099564298241,1281003882944946176
1281069475723382786,1281003882944946176
1281058161189949443,1281003882944946176
1281055748076834818,1281003882944946176
1281040191155814400,1281003882944946176
1281036673221099521,1281003882944946176
1281034890792878081,1281003882944946176
1281023016676229123,1281003882944946176
1281022926377156608,1281003882944946176
1281022500957192192,1281003882944946176
1281021995543560193,1281003882944946176
1281020781556883456,1281003882944946176
1281020157012426754,1281003882944946176
1281014926128164876,1281003882944946176
1281012716434530304,1281003882944946176
1281649861377486849,1281000110562766848
1281068457262546944,1281000110562766848
1281046760568369157,1281000110562766848
1281032971189919748,1281000110562766848
1281013769603252225,1281000110562766848
1281010234425782284,1281000110562766848
1281004910323122177,1281000110562766848
1281003598000918528,1281000110562766848
1281003247520681988,1281000110562766848
1281000866435260422,1281000110562766848
1281000463454867456,1281000110562766848
1281000284005818368,1281000110562766848
1281018533036666880,1280999115476930561
1280999412806881280,1280999115476930561
1281016637408362498,1280993063649804288
1281015677038493696,1280993063649804288
1281006024372162562,1280993063649804288
1280993534628237312,1280993063649804288
1280985806031773699,1280985346327674882
1281025335367274498,1280984023700049922
1281025147084955650,1280984023700049922
1281008536147935233,1280984023700049922
1280998695006175232,1280984023700049922
1280995732879794176,1280984023700049922
1280988518974701569,1280984023700049922
1280987705321627667,1280984023700049922
1280984771133349889,1280984023700049922
1280984617688936451,1280984023700049922
1281017091093671937,1280982574043717633
1281005479032913922,1280982574043717633
1280994914461986821,1280982574043717633
1280994509107625985,1280982574043717633
1280992340509896704,1280982574043717633
1280990789871468550,1280982574043717633
1280985314341912586,1280982574043717633
1280985068975140867,1280982574043717633
1280984664400891904,1280982574043717633
1280984445957410821,1280982574043717633
1280983225133924370,1280982574043717633
1280982998649917443,1280982574043717633
1280982909940371464,1280982574043717633
1280962359545208832,1280961039140556801
1280961744584806404,1280961039140556801
1283133146561740800,1280955496434774017
1280967714232811538,1280955496434774017
1280960126736904192,1280955496434774017
1281040244259852290,1280947960629641216
1280953576584511490,1280947960629641216
1280952162969927685,1280947960629641216
1280952150898728963,1280947960629641216
1280950256968953856,1280947960629641216
1280949957860765697,1280947960629641216
1280948782348328960,1280947960629641216
1280948533479309317,1280947960629641216
1280951633174822913,1280947292707659777
1280950918326951938,1280947292707659777
1280948277177987072,1280947292707659777
1280947678495547393,1280947292707659777
1280947421187538945,1280947292707659777
1280933779750690816,1280928637856997376
1280931845820100610,1280928637856997376
1280929983075094530,1280928637856997376
1280941770227036162,1280920687390199810
1280930287397076996,1280920687390199810
1280940667443638273,1280918911920283648
1280923687844265984,1280918911920283648
1280923637462286338,1280918911920283648
1280937998427860993,1280913286230208512
1282101958476693505,1280909570685177857
1281807816077049856,1280909570685177857
1281402201831813120,1280909570685177857
1281231030729551873,1280909570685177857
1281095446375608321,1280909570685177857
1281073244112592896,1280909570685177857
1281066072729403393,1280909570685177857
1281061958905548801,1280909570685177857
1281057572909461504,1280909570685177857
1281051681841692672,1280909570685177857
1281048212783144962,1280909570685177857
1281041380140294150,1280909570685177857
1281038940221444096,1280909570685177857
1281038778723979264,1280909570685177857
1281038393581768704,1280909570685177857
1281033612662583297,1280909570685177857
1281031926954876929,1280909570685177857
1281785074804051969,1280898910081503233
1281584032933982208,1280898910081503233
1281353075643559939,1280898910081503233
1281284099676819456,1280898910081503233
1281263573797408768,1280898910081503233
1281258676989374466,1280898910081503233
1281242358227632130,1280898910081503233
1281220961547833350,1280898910081503233
1281218199657250821,1280898910081503233
1281135207127670785,1280898910081503233
1281118061752471552,1280898910081503233
1281106314781954048,1280898910081503233
1281105500277440512,1280898910081503233
1281103030038024192,1280898910081503233
1281099401574977536,1280898910081503233
1281092195831943169,1280898910081503233
1281091585250295808,1280898910081503233
1281088335398817798,1280898910081503233
1281079407734517760,1280898910081503233
1280896637846650882,1280893119836368896
1280931610263785473,1280887056470880256
1280895846926745600,1280887049445429251
1280890869760081923,1280887049445429251
1280889661511086080,1280887049445429251
1280887931553660929,1280887049445429251
1282498010312835072,1280883599030583297
1281299892644782081,1280883599030583297
1281132407509434368,1280883599030583297
1281007319661318149,1280883599030583297
1280999611373625352,1280883599030583297
1280940780119564290,1280883599030583297
1280928721118126080,1280883599030583297
1280928610212249601,1280883599030583297
1280915524365488132,1280883599030583297
1280914817176518664,1280883599030583297
1280914775002750976,1280883599030583297
1280914299276464135,1280883599030583297
1280911080869462018,1280883599030583297
1280909951834247169,1280883599030583297
1280909616822525959,1280883599030583297
1280906220275224581,1280883599030583297
1280900503329783808,1280883599030583297
1280898658054144003,1280883599030583297
1280892433119707138,1280883107621556224
1280901942420680708,1280877253228929024
1281450217158529029,1280874352796450818
1280968885852950532,1280864152261722112
1280917798248644609,1280864152261722112
1280865394316673025,1280864152261722112
1280865347340513280,1280864152261722112
1280864356490764290,1280864152261722112
1281174204205936640,1280854230966980609
1280943226355101699,1280854230966980609
1280889867430436866,1280854230966980609
1280881411701047297,1280854230966980609
1280868192437534720,1280854230966980609
1280863003324358657,1280854230966980609
1280862825716559872,1280854230966980609
1280859450430099456,1280854230966980609
1280858036022771712,1280854230966980609
1280857443162116096,1280854230966980609
1280856882647883776,1280854230966980609
1280856794663968769,1280854230966980609
1280855499529994240,1280854230966980609
1280973953100480512,1280851629885943810
1280948299319726080,1280851629885943810
1280924699589931010,1280851629885943810
1280923150809694208,1280851629885943810
1280909688402522115,1280851629885943810
1280908822647910400,1280851629885943810
1280898991643738114,1280851629885943810
1280898903122915328,1280851629885943810
1280879348485173249,1280851629885943810
1280871055108653057,1280851629885943810
1280870328223268866,1280851629885943810
1280867426897289216,1280851629885943810
1280867118968377345,1280851629885943810
1280866695981252608,1280851629885943810
1280865295188590593,1280851629885943810
1280864373129580544,1280851629885943810
1280857975356350464,1280851629885943810
1280852542058975239,1280849992241029122
1280824160139214849,1280799059402514432
1280799348935319552,1280799059402514432
1280784221502652416,1280781997888208898
1280766800062488576,1280766275720032256
1280848979035643904,1280747263778795520
1283194865245982721,1280735810334199808
1281612734409388033,1280735810334199808
1281316159183339520,1280735810334199808
1281279101584551936,1280735810334199808
1281247099632451588,1280735810334199808
1281245876615290882,1280735810334199808
1281240870864457728,1280735810334199808
1281236811122180096,1280735810334199808
1281154218343219201,1280735810334199808
1281111730253434880,1280735810334199808
1281093590379376640,1280735810334199808
1281090398979526657,1280735810334199808
1281089765589188608,1280735810334199808
1281077817095135234,1280735810334199808
1281070848967876611,1280735810334199808
1281070607854157824,1280735810334199808
1281068913443459073,1280735810334199808
1281063094400278528,1280735810334199808
1280720863080439815,1280720840770883585
1280902511268954113,1280713219611529216
1280865016065990658,1280713219611529216
1280776754190311424,1280713219611529216
1280721516066308096,1280713219611529216
1280721443731447810,1280713219611529216
1280693503606042631,1280684790685958145
1281003469046939651,1280683182912876545
1280697407706185728,1280683182912876545
1280696400137924613,1280683182912876545
1280693454247469056,1280683182912876545
1280688353382412289,1280683182912876545
1280687783401709569,1280683182912876545
1280685874364235777,1280683182912876545
1280684298534879233,1280683182912876545
1280684056368250880,1280683182912876545
1280683759461900289,1280683182912876545
1280683602607517697,1280683182912876545
1280674023014350849,1280673517806247936
1280809119918817283,1280672958755811328
1280716312948465665,1280672958755811328
1280703538637811712,1280672958755811328
1281049668848357376,1280668589427773441
1280853975571599363,1280668589427773441
1280837788989108224,1280668589427773441
1280670667554291716,1280668589427773441
1281307970098417666,1280661790209314816
1281030247257911299,1280661790209314816
1280979796349136896,1280661790209314816
1280955932655132672,1280661790209314816
1280920931469230081,1280661790209314816
1280920557974847490,1280661790209314816
1280910130893279234,1280661790209314816
1280900783299538945,1280661790209314816
1280876359066271751,1280661790209314816
1280866169654841344,1280661790209314816
1280865200175022081,1280661790209314816
1280861376685191168,1280661790209314816
1280855084537188352,1280661790209314816
1280850559617163265,1280661790209314816
1280847531656859648,1280661790209314816
1280845288345948161,1280661790209314816
1280828671926951937,1280661790209314816
